comments,
"This is to file a complaint against Agency Honda Ciudad Juarez, Chihuahua.Because in cahoots with insurer GNP. even today 27 June 2016. I have repaired my car Honda City 2014, for an event hailstone on 06 October 2015. RAZON was presented by which I e...See more","Socky Morales  This is to file a complaint against Agency Honda Ciudad Juarez, Chihuahua.Because in cahoots with insurer GNP. even today 27 June 2016. I have repaired my car Honda City 2014, for an event hailstone on 06 October 2015. RAZON was presented by which I e...See more27 June 2016 at 14:33Remove"
"Thank you for contacting us.  We are with American Honda Motor Co., and deal mainly with Honda vehicles made for sale and used within the United States. Please check out http://honda.us/a9X to find the contact of the Honda corporate office in your country.  We hope this information helps. ^RR","Honda  Thank you for contacting us.  We are with American Honda Motor Co., and deal mainly with Honda vehicles made for sale and used within the United States. Please check out http://honda.us/a9X to find the contact of the Honda corporate office in your country.  We hope this information helps. ^RRHonda World LinksHonda World Links - Visit Honda’s and Affliated Sites Worldwideworld.honda.com3 · 27 June 2016 at 14:34Remove"
hello. I have honda crv 2007. I do small a traffic accident. But Turkey distributor he moved not replacement part buy. They are says this is situation 10-15 days. I very very angry :((,Fatih Güneş  hello. I have honda crv 2007. I do small a traffic accident. But Turkey distributor he moved not replacement part buy. They are says this is situation 10-15 days. I very very angry :((3 · 8 June 2016 at 04:26Remove
"Thank you for contacting us.  We are with American Honda Motor Co., and deal mainly with Honda vehicles made for sale and used within the United States. Please check out http://honda.us/x3a to find the contact of the Honda corporate office in your country.  We hope this information helps. ^RR","Honda  Thank you for contacting us.  We are with American Honda Motor Co., and deal mainly with Honda vehicles made for sale and used within the United States. Please check out http://honda.us/x3a to find the contact of the Honda corporate office in your country.  We hope this information helps. ^RRHonda World LinksHonda World Links - Visit Honda’s and Affliated Sites Worldwideworld.honda.com8 June 2016 at 08:38Remove"
"Ok, but why is it not possible to choose fabric seats? I'm vegan and leather is a no-no. Me and my fiancé were in love with the Honda Pilot Touring and just came back from the local dealer in Doha (Domasco), but it's absurd that we cannot choose someth...See more","Kenia Melo  Ok, but why is it not possible to choose fabric seats? I'm vegan and leather is a no-no. Me and my fiancé were in love with the Honda Pilot Touring and just came back from the local dealer in Doha (Domasco), but it's absurd that we cannot choose someth...See more4 · 14 May 2016 at 09:06Remove"
"Hello, we certainly appreciate your feedback and we will certainly document your comments on file for all area's of our company to have access to. Thank you ^CV","Honda  Hello, we certainly appreciate your feedback and we will certainly document your comments on file for all area's of our company to have access to. Thank you ^CV3 · 16 May 2016 at 09:36Remove"
"Hi... Can anyone help me on my concern. Last April, I have been wanting to get HRV and Gerogina Mateo of Honda Taytay assisted me on my concern. She immediately asked for Php5k for reservation and telling me that it will be processed soon. 2 weeks had ...See more","Ren Gaanan Santos  Hi... Can anyone help me on my concern. Last April, I have been wanting to get HRV and Gerogina Mateo of Honda Taytay assisted me on my concern. She immediately asked for Php5k for reservation and telling me that it will be processed soon. 2 weeks had ...See more1 · 1 June 2016 at 23:31Remove"
"Mr. Santos, thank you for reaching out to us. We are sorry to learn of this issue with your local Honda dealership. Have you spoken with the General Manager at that particular dealership? Please private message us to further discuss this matter. ^ND","Honda  Mr. Santos, thank you for reaching out to us. We are sorry to learn of this issue with your local Honda dealership. Have you spoken with the General Manager at that particular dealership? Please private message us to further discuss this matter. ^ND3 · 2 June 2016 at 08:42Remove"
I remember competing at this tournament 3 of the 4 years I was in college!!! This was one of my favorite college memories!!!,Ashley Haynes  I remember competing at this tournament 3 of the 4 years I was in college!!! This was one of my favorite college memories!!!14 · 15 April 2016 at 12:04Remove
Why not just use our student genius and build an African American owned auto business again. Like Frederick Patterson of the early 1900's.,Shihan Redd  Why not just use our student genius and build an African American owned auto business again. Like Frederick Patterson of the early 1900's.9 · 16 April 2016 at 07:39Remove
Hondas are great cars....as long as you do not mind your air bag exploding and sending shrapnel into you and your loved ones faces! My wife and I have been on the phone with multiple dealerships as well as the Honda corporate offices over the past few ...See more,David Dubravetz  Hondas are great cars....as long as you do not mind your air bag exploding and sending shrapnel into you and your loved ones faces! My wife and I have been on the phone with multiple dealerships as well as the Honda corporate offices over the past few ...See more2 · 27 July 2016 at 09:06Remove
"Good morning Mr. Dubravetz, thank you for reaching out to us. We're sorry to learn of your dissatisfaction and the customer service you've experienced. We'd like the opportunity to review your case & forward your concerns to our Recalls/Campaigns department. Please provide us w/ your full name, address, phone #, VIN, & name of Honda dealership. Thank you. ^ND","Honda  Good morning Mr. Dubravetz, thank you for reaching out to us. We're sorry to learn of your dissatisfaction and the customer service you've experienced. We'd like the opportunity to review your case & forward your concerns to our Recalls/Campaigns department. Please provide us w/ your full name, address, phone #, VIN, & name of Honda dealership. Thank you. ^ND27 July 2016 at 09:20Remove"
Fix those dam air bags,Joe Whitfieldsr  Fix those dam air bags11 · 8 April 2016 at 11:51Remove
"Hello, thank you for contacting us. We recommend contacting http://honda.us/e6F for further assistance. ^DR","Honda  Hello, thank you for contacting us. We recommend contacting http://honda.us/e6F for further assistance. ^DR4 · 11 April 2016 at 16:17Remove"
"We sincerely apologize for the inconvenience and understand your frustration. Due to the high call volume from customers in response to this error, AHFC has been unable to speak with each customer in a timely manner. Updates are being provided via social media and hondafinancialservices.com in an effort to reassure customers. ^GR","Honda  We sincerely apologize for the inconvenience and understand your frustration. Due to the high call volume from customers in response to this error, AHFC has been unable to speak with each customer in a timely manner. Updates are being provided via social media and hondafinancialservices.com in an effort to reassure customers. ^GRHonda Financial Services Browser DetectYour information may be at risk while browsing the Internet, especially if using an unsecured network. For increased security and better web performance, we strongly recommend you do not access hondafinancialservices.com using your current browser. Please download the most recent version of this bro…hondafinancialservices.com2 · 7 April 2016 at 13:55Remove"
It's unacceptable to be informed through social media. We should have been contacted directly. No mention of rectifying any bank charges that were incurred because of their mistake. Don't think I will ever use Honda financial services in the future.,Christina Ducharme  It's unacceptable to be informed through social media. We should have been contacted directly. No mention of rectifying any bank charges that were incurred because of their mistake. Don't think I will ever use Honda financial services in the future.36 · 6 April 2016 at 17:24Remove
"We apologize for any inconvenience that AHFC payment processing errors caused. Working urgently to make it right. Customers should start to receive refunds beginning Thursday, April 7, 2016. Any fees caused by this error will be waived or reimbursed, and we will assist customers with credit concerns.","Honda  We apologize for any inconvenience that AHFC payment processing errors caused. Working urgently to make it right. Customers should start to receive refunds beginning Thursday, April 7, 2016. Any fees caused by this error will be waived or reimbursed, and we will assist customers with credit concerns.3 · 6 April 2016 at 20:21Remove"
Does make it right mean you're putting my money back and paying my $30.00 overdraft fee????,Laura Woods Stinney  Does make it right mean you're putting my money back and paying my $30.00 overdraft fee????2 · 6 April 2016 at 17:09Remove
"Hello, Honda Financial Services is working to resolve the payment processing issue some customers are experiencing. Updates will be provided. Any fees caused by this error will be waived or reimbursed, and we will assist customers with credit concerns.  We apologize for this experience and appreciate your patience. ^RR","Honda  Hello, Honda Financial Services is working to resolve the payment processing issue some customers are experiencing. Updates will be provided. Any fees caused by this error will be waived or reimbursed, and we will assist customers with credit concerns.  We apologize for this experience and appreciate your patience. ^RR7 April 2016 at 10:20Remove"
"How are you going to make it right for those who had mortgage checks bounce, accounts overdrawn, or for parents who have to tell their children equipment for soccer can't be bought this week because of your screw up? Help us to understand what your really doing rather than giving some veiled answer that is nearly meaningless.","Valorie Dubovsky-Boukal  How are you going to make it right for those who had mortgage checks bounce, accounts overdrawn, or for parents who have to tell their children equipment for soccer can't be bought this week because of your screw up? Help us to understand what your really doing rather than giving some veiled answer that is nearly meaningless.5 · 6 April 2016 at 16:44 · EditedRemove"
"Hello, thank you for reaching out.  Honda Financial Services is working to resolve the payment processing issue some customers are experiencing. Updates will be provided.  We sincerely apologize for the inconvenience this may have caused.  Thank you for your patience. ^RR","Honda  Hello, thank you for reaching out.  Honda Financial Services is working to resolve the payment processing issue some customers are experiencing. Updates will be provided.  We sincerely apologize for the inconvenience this may have caused.  Thank you for your patience. ^RR7 April 2016 at 09:05Remove"
Hello and thank you for reaching out. We apologize for the inconvenience this may have caused you. Has this concern been addressed at your local Honda dealership's service center? ^GR,Honda · 0:00  Hello and thank you for reaching out. We apologize for the inconvenience this may have caused you. Has this concern been addressed at your local Honda dealership's service center? ^GR10 · 31 March 2016 at 11:23Remove
I had a honda they told me to not wear seatbelt to put it behind me when in car thats allsume but i think its illegal in my state go honda but go out of Michigan,David Phillips · 0:00  I had a honda they told me to not wear seatbelt to put it behind me when in car thats allsume but i think its illegal in my state go honda but go out of Michigan31 March 2016 at 06:47Remove
Thank you for contacting us.  Please PM us more information regarding your concern and who you spoke with.  We would like to look further into this.  Thank you. ^RR,Honda ·   Thank you for contacting us.  Please PM us more information regarding your concern and who you spoke with.  We would like to look further into this.  Thank you. ^RR31 March 2016 at 13:58Remove
"So they showed us the hatchback prototype that was first shown a couple weeks ago, a global rally cross car that no one cares about, and now a civic tour car that no one cares about. How about an actual new car??","Robert May · 20:33  So they showed us the hatchback prototype that was first shown a couple weeks ago, a global rally cross car that no one cares about, and now a civic tour car that no one cares about. How about an actual new car??7 · 22 March 2016 at 11:40Remove"
That civic type r motor will be nice on that hatch,Mike Hidalgo · 5:00  That civic type r motor will be nice on that hatch6 · 22 March 2016 at 11:25Remove
"Please,i need code for my Honda Pilot Navigation System with serial no: B20944339B. Thanks for your assistance.","Innocent Nwagbo · 0:00  Please,i need code for my Honda Pilot Navigation System with serial no: B20944339B. Thanks for your assistance.3 April 2016 at 14:17Remove"
"Hi, we're with American Honda Customer Service Department. Can you please confirm if your vehicle was made/used in the US? If so, please private message us with VIN to further assist or contact  http://honda.us/z01X . Thank you. ^ND","Honda ·   Hi, we're with American Honda Customer Service Department. Can you please confirm if your vehicle was made/used in the US? If so, please private message us with VIN to further assist or contact  http://honda.us/z01X . Thank you. ^NDHonda World LinksHonda World Links - Visit Honda’s and Affliated Sites Worldwideworld.honda.com4 April 2016 at 11:01Remove"
"My wife bought a brand new Honda HRV in Nov 2015. In January 2016, whilst driving, the cover for the undercarriage dropped and almost cause an accident. The car only had 2,000 km on it at that point. The car was towed to Honda Glenmarie where they tol...See more","Jheeva Subramanian  My wife bought a brand new Honda HRV in Nov 2015. In January 2016, whilst driving, the cover for the undercarriage dropped and almost cause an accident. The car only had 2,000 km on it at that point. The car was towed to Honda Glenmarie where they tol...See more1 · 12 March 2016 at 19:22Remove"
Thank you for contacting us. We are sorry to hear that you had a negative experience with your vehicle and a Honda dealership. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please check out www.facebook.com/hondamalaysia. ^SP,"Honda  Thank you for contacting us. We are sorry to hear that you had a negative experience with your vehicle and a Honda dealership. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please check out www.facebook.com/hondamalaysia. ^SPHonda MalaysiaCars1,419,450 people like this14 March 2016 at 10:02Remove"
I had a question here about Honda recall back for the SRS.inflator should it be free of charge from any authorized dealer?  Why there is charges on labour cost?,Jason Oon  I had a question here about Honda recall back for the SRS.inflator should it be free of charge from any authorized dealer?  Why there is charges on labour cost?1 · 16 February 2016 at 17:13Remove
Good morning and thank you for reaching out to us at American Honda. Can you please PM your VIN# so we can confirm if your vehicles is affected by any recalls. Thank you ^CV,Honda  Good morning and thank you for reaching out to us at American Honda. Can you please PM your VIN# so we can confirm if your vehicles is affected by any recalls. Thank you ^CV1 · 17 February 2016 at 08:17Remove
"Will the new Ridgeline boast a working airbag? The airbag in my dad's Accord recently deployed for no reason, and now he's on the hook for thousands of dollars in repair costs. He called up Honda to request assistance and they were of no help whatsoever. :(","Noah Detweiler · 0:00  Will the new Ridgeline boast a working airbag? The airbag in my dad's Accord recently deployed for no reason, and now he's on the hook for thousands of dollars in repair costs. He called up Honda to request assistance and they were of no help whatsoever. :(13 January 2016 at 00:02Remove"
"We sincerely apologize for the inconvenience this may have caused you and understand your frustration. We issue campaigns in the form of warranty extensions, product updates, and recalls for vehicles that seem to have a trending issue or a safety relat...See more","Honda ·   We sincerely apologize for the inconvenience this may have caused you and understand your frustration. We issue campaigns in the form of warranty extensions, product updates, and recalls for vehicles that seem to have a trending issue or a safety relat...See more14 January 2016 at 08:57Remove"
LOVE my '07 Ridgeline---have been waiting for Honda to bring out a new one.,George Bower · 0:00  LOVE my '07 Ridgeline---have been waiting for Honda to bring out a new one.16 · 11 January 2016 at 13:50Remove
"Thanks for your loyalty over the years, George! Glad you love your '07 Ridgeline. What's your favorite thing about it?","Honda ·   Thanks for your loyalty over the years, George! Glad you love your '07 Ridgeline. What's your favorite thing about it?7 · 11 January 2016 at 14:06Remove"
I love Hondas too.  Here's my 2016 Accord Touring next to my classic 1991 CRX Si.,Mark Hoskins · 0:00  I love Hondas too.  Here's my 2016 Accord Touring next to my classic 1991 CRX Si.14 · 11 January 2016 at 13:54Remove
"Ooooh, sweet rides! thanks for your loyalty over the years, and showing your #HondaLove.","Honda ·   Ooooh, sweet rides! thanks for your loyalty over the years, and showing your #HondaLove.3 · 11 January 2016 at 14:03Remove"
"Had my 1997 Honda Prelude for 427,000 miles. I miss my 2009 Honda Accord Coupe (Blue V6 duh :P) :/ got into an accident and hard times meant I couldn't fix it. I shall now and forever be a Honda owner.","Dwight James-Dominic Barton III · 0:00  Had my 1997 Honda Prelude for 427,000 miles. I miss my 2009 Honda Accord Coupe (Blue V6 duh :P) :/ got into an accident and hard times meant I couldn't fix it. I shall now and forever be a Honda owner.11 January 2016 at 11:56Remove"
"Good morning Mr. Barton, we're sorry to learn of your accident and glad to hear that you are okay. We'd like to formally document the accident internally within Honda. Would you be able to private message us with the VIN, name of the Honda dealership, and your best contact number? ^ND","Honda ·   Good morning Mr. Barton, we're sorry to learn of your accident and glad to hear that you are okay. We'd like to formally document the accident internally within Honda. Would you be able to private message us with the VIN, name of the Honda dealership, and your best contact number? ^ND12 January 2016 at 08:02Remove"
"15' accord that has issues that they can't seem to solve. Every once in awhile when it wants to act up we get an indicator that says FCW failure, every light in the dash lights up and it won't let you accelerate... We have to pull over turn the car off...See more","Jessica Cherry Carlson  15' accord that has issues that they can't seem to solve. Every once in awhile when it wants to act up we get an indicator that says FCW failure, every light in the dash lights up and it won't let you accelerate... We have to pull over turn the car off...See more6 · 13 January 2016 at 17:31Remove"
"Hello, we certainly apologize for the inconvenience, our dealerships act as our eyes and ears in the field and we rely upon their diagnoses of our vehicles to determine any issues that may occur within the vehicle's operation. In order to further revie...See more","Honda  Hello, we certainly apologize for the inconvenience, our dealerships act as our eyes and ears in the field and we rely upon their diagnoses of our vehicles to determine any issues that may occur within the vehicle's operation. In order to further revie...See more1 · 14 January 2016 at 11:27Remove"
Honda Civic is love <3 This will be our so soon. But when this new 2016 model will release in Pakistan?,Areej Ashraf  Honda Civic is love <3 This will be our so soon. But when this new 2016 model will release in Pakistan?26 May 2016 at 08:05Remove
Hello and thank you for contacting us.  We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please check out http://honda.us/hBn for more information on vehicle release dates in Pakistan. We hope this information helps! ^KC,Honda  Hello and thank you for contacting us.  We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please check out http://honda.us/hBn for more information on vehicle release dates in Pakistan. We hope this information helps! ^KCHonda Pakistan WebsiteHonda Atlas Cars (Pakistan) Limited -Visit the official Honda Pakistan web site and find…honda.com.pk2 · 26 May 2016 at 10:00Remove
"Honda malaysia. Please look more on your service. Other that do so much function. I owning a honda city 2014 july the first day i get car. I having unnormal sound dashboard, door, driver seat, passanger seat. I send to kampung raja to do service. But d...See more","David Tang  Honda malaysia. Please look more on your service. Other that do so much function. I owning a honda city 2014 july the first day i get car. I having unnormal sound dashboard, door, driver seat, passanger seat. I send to kampung raja to do service. But d...See more4 · 25 December 2015 at 01:33Remove"
"Hello, thank you for reaching out to us. We appreciate you bringing this to our attention. We are with American Honda and handle concerns related to vehicles sold and operated in the United States. We would recommend that you reach out to www.facebook.com/hondamalaysia for further assistance. ^SP","Honda  Hello, thank you for reaching out to us. We appreciate you bringing this to our attention. We are with American Honda and handle concerns related to vehicles sold and operated in the United States. We would recommend that you reach out to www.facebook.com/hondamalaysia for further assistance. ^SPHonda MalaysiaCars1,419,450 people like this28 December 2015 at 08:22Remove"
When are you getting my death-trap in for a recall repair? 4 weeks ago your local representative rang to say it would be soon... Meanwhile...in other news ...See more,Tom Whittaker  When are you getting my death-trap in for a recall repair? 4 weeks ago your local representative rang to say it would be soon... Meanwhile...in other news ...See more4 · 26 December 2015 at 03:04Remove
"Hello Mr. Whittaker, thank you for reaching out to us. We're terribly sorry to learn of the delay you've experienced while attempting to have your vehicles' airbag recall completed. Please private message us with your VIN, current mileage, best contact number, and name of your Honda dealership. We'd really like the opportunity to assist you on this urgent matter. Thank you. ^ND","Honda  Hello Mr. Whittaker, thank you for reaching out to us. We're terribly sorry to learn of the delay you've experienced while attempting to have your vehicles' airbag recall completed. Please private message us with your VIN, current mileage, best contact number, and name of your Honda dealership. We'd really like the opportunity to assist you on this urgent matter. Thank you. ^ND2 · 28 December 2015 at 09:54Remove"
"I live in Australia and just purchased the Honda Jazz (love it!) no one can tell me if I will be able to use apple CarPlay? I have Siri capability and use hondalink, will my car be compatible? 😊","Rose Pinneri  I live in Australia and just purchased the Honda Jazz (love it!) no one can tell me if I will be able to use apple CarPlay? I have Siri capability and use hondalink, will my car be compatible? 😊2 · 28 December 2015 at 01:06Remove"
"Congrats on the new car Rose! We're so happy you love it! Unfortunately no, vehicles must be equipped from the factory with Apple CarPlay.","Honda  Congrats on the new car Rose! We're so happy you love it! Unfortunately no, vehicles must be equipped from the factory with Apple CarPlay.1 · 28 December 2015 at 14:05Remove"
"We like our two Hondas but there are serious issues with our 2015 Odyssey's headlights. The produce a fraction the light of our 2012 CRV headlights, and have a much smaller coverage pattern. I have contacted our local dealer and even brought it in. The...See more","Joe Johnson  We like our two Hondas but there are serious issues with our 2015 Odyssey's headlights. The produce a fraction the light of our 2012 CRV headlights, and have a much smaller coverage pattern. I have contacted our local dealer and even brought it in. The...See more4 · 11 December 2015 at 20:01Remove"
"Good morning, we apologize that you are having these concerns. We'd like to gather more details in an effort to review the issues you are having with your vehicle. Please private message us with your vehicle identification number (VIN), the name of you...See more","Honda  Good morning, we apologize that you are having these concerns. We'd like to gather more details in an effort to review the issues you are having with your vehicle. Please private message us with your vehicle identification number (VIN), the name of you...See more2 · 14 December 2015 at 10:41Remove"
"Good afternoon, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/t48 for further assistance. We hope this helps. ^NM","Honda  Good afternoon, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/t48 for further assistance. We hope this helps. ^NM4 · 9 October 2015 at 13:39Remove"
This is to inform that Honda brand authorised service centre ring road Honda sector 18 plot no 33 Maruti industrial area gurgaon Haryana is cheating . This is the first paid service I did at this authorised service centre on 2 / 12/15 and at that time ...See more,Vivek Kalra  This is to inform that Honda brand authorised service centre ring road Honda sector 18 plot no 33 Maruti industrial area gurgaon Haryana is cheating . This is the first paid service I did at this authorised service centre on 2 / 12/15 and at that time ...See more10 December 2015 at 04:47Remove
"Hello, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting  http://honda.us/h62 for further assistance. We hope this helps. ^NM","Honda  Hello, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting  http://honda.us/h62 for further assistance. We hope this helps. ^NM11 December 2015 at 07:58Remove"
"This coupe is so tasty! Does it also have 102"" wheelbase? If so it will REALLY be on my radar #SayNoToBigAndHeavy","Jamez Heidfeld  This coupe is so tasty! Does it also have 102"" wheelbase? If so it will REALLY be on my radar #SayNoToBigAndHeavy3 · 20 September 2015 at 19:13Remove"
My '06 Honda Accord 2.4L EX with 147K miles and still kicking. It is my most reliable/dependable car.,Robert Datario  My '06 Honda Accord 2.4L EX with 147K miles and still kicking. It is my most reliable/dependable car.44 · 20 September 2015 at 21:38Remove
"Thanks for sharing the pic, Robert!  You've taken good care of your Accord.  #HondaLove","Honda  Thanks for sharing the pic, Robert!  You've taken good care of your Accord.  #HondaLove6 · 21 September 2015 at 10:06Remove"
What about the CRV owners there is no thanks there..I can't even get my case manager to return my calls and my dealer has had our 2 since March!,Judy Hamilton  What about the CRV owners there is no thanks there..I can't even get my case manager to return my calls and my dealer has had our 2 since March!27 June 2016 at 15:33Remove
"Hello, thank you for contacting us.  We have confirmed that your case manager left a voicemail for you this morning.  Please follow up with your case manager for further assistance. ^RR","Honda  Hello, thank you for contacting us.  We have confirmed that your case manager left a voicemail for you this morning.  Please follow up with your case manager for further assistance. ^RR28 June 2016 at 07:42Remove"
"Good afternoon, thanks for reaching out to us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/q3a  for further assistance. We hope this helps. ^NM","Honda  Good afternoon, thanks for reaching out to us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/q3a  for further assistance. We hope this helps. ^NM12 · 2 October 2015 at 13:45Remove"
"Good morning, thank you for reaching out to us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/p3i  for further assistance. We hope this helps. ^NM","Honda  Good morning, thank you for reaching out to us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/p3i  for further assistance. We hope this helps. ^NM5 · 9 October 2015 at 11:57Remove"
2016 CIVIC CAUGHT UNCOVERED!... http://www.autonews.com/.../hondas-redesigned-2016-civic...,Bill Smillie  2016 CIVIC CAUGHT UNCOVERED!... http://www.autonews.com/.../hondas-redesigned-2016-civic...Honda's redesigned 2016 Civic breaks coverNew spy photos of the 2016 Honda Civic sedan show that the redesigned compact car won't repeat the mistakes…autonews.com2 · 13 September 2015 at 19:59Remove
Tony Kanaan & I before our parade lap & Sonoma Raceway.,Randall Schmidt  Tony Kanaan & I before our parade lap & Sonoma Raceway.7 · 30 August 2015 at 19:45 · EditedRemove
"Randall, that sounds crazy fun!!  How did you do?  Thanks for sharing the pic!!","Honda  Randall, that sounds crazy fun!!  How did you do?  Thanks for sharing the pic!!1 · 1 September 2015 at 13:48Remove"
I've been driving Accords for the last 23 years and plan on driving them for another 23 years. Love them!!!,Lynn Strock  I've been driving Accords for the last 23 years and plan on driving them for another 23 years. Love them!!!6 · 31 August 2015 at 17:20Remove
"Rahal is an Ohio native and won the race, at MidOhio,  with his Ohio State Buckeyes themed helmet on.","Tony Saunders  Rahal is an Ohio native and won the race, at MidOhio,  with his Ohio State Buckeyes themed helmet on.8 · 3 August 2015 at 20:07Remove"
Michelin Tyre that came with Honda City car(driven 3000 km) busted on the road without any trigger/accident. I was lucky that I averted an accident because of the tyre.The company gave reason that speed breaker or stone caused this. But my question to ...See more,Roopanki Dureja  Michelin Tyre that came with Honda City car(driven 3000 km) busted on the road without any trigger/accident. I was lucky that I averted an accident because of the tyre.The company gave reason that speed breaker or stone caused this. But my question to ...See more3 · 14 August 2015 at 22:40Remove
"Good afternoon, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/i2y  for further assistance. We hope this helps. ^NM","Honda  Good afternoon, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/i2y  for further assistance. We hope this helps. ^NM2 · 18 August 2015 at 14:19Remove"
Hello! Can anyone help? I started my Honda Accord 2009 and engine check light came up and was flashing for over 3minutes. The vehicle was also jerking at same time. So i had to turn off the engine. What could be the cause and how can i fix it?,Enoch Daniel  Hello! Can anyone help? I started my Honda Accord 2009 and engine check light came up and was flashing for over 3minutes. The vehicle was also jerking at same time. So i had to turn off the engine. What could be the cause and how can i fix it?31 August 2015 at 00:38Remove
"Hello, I come through this channel ask help of you for what's going on with your answering service to owners of Honda cars and motorcycles in Brazil.There is a complaints website which is currently a reference in Brazil for quality of research in serv...See more","Fabian Dullens  Hello, I come through this channel ask help of you for what's going on with your answering service to owners of Honda cars and motorcycles in Brazil.There is a complaints website which is currently a reference in Brazil for quality of research in serv...See moreHonda - Reclame AquiVeja a reputação da empresa Honda, registre reclamação e solucione seu problema. O produto atrasou, o serviço falhou? Reclame Aqui.reclameaqui.com.br2 · 26 May 2015 at 10:23Remove"
"Good afternoon Ms. Dullens, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States.  Please try contacting http://honda.us/pU  We hope this helps. ^NM","Honda  Good afternoon Ms. Dullens, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States.  Please try contacting http://honda.us/pU  We hope this helps. ^NM2 · 26 May 2015 at 15:47Remove"
Ok Honda ... time to get to work and kick some Chevy butt ... it should be easy .... your HONDA!,Bill Amore  Ok Honda ... time to get to work and kick some Chevy butt ... it should be easy .... your HONDA!24 May 2015 at 16:06 · EditedRemove
"Oh yeah, Kody Barcus!  Very neo-Japanese!","Diane D. Warfield  Oh yeah, Kody Barcus!  Very neo-Japanese!1 · 22 May 2015 at 17:07Remove"
But what are you doing in F1?,Lars Kronborg  But what are you doing in F1?1 · 7 June 2015 at 11:57Remove
👍😜 zal hem laten zien e. Maar nu heeft ie druk é 😳😊😜,Linda Vaernewijck  👍😜 zal hem laten zien e. Maar nu heeft ie druk é 😳😊😜15 May 2015 at 01:30Remove
Quero deixar aqui minha indignação frente ao que aconteceu comigo nessa quarta-feira 13 de maio de 2014. Tenho um Honda Civic 2012 e sem mais nem nada parou enquanto eu dirigia pela rodovia Luiz de Queiroz em Americana - SP ... Foi muito rápido e minha...See more,Washington Wanvvar  Quero deixar aqui minha indignação frente ao que aconteceu comigo nessa quarta-feira 13 de maio de 2014. Tenho um Honda Civic 2012 e sem mais nem nada parou enquanto eu dirigia pela rodovia Luiz de Queiroz em Americana - SP ... Foi muito rápido e minha...See more15 May 2015 at 20:50Remove
"Sub: Honda Cars are not good during Rains on Roads. I purchased brand new Honda Mobilio, with (2+2 )=4 years warranty, Engine No. NISA 11301081, Chasis No. MAKDD 575 GEN 000146 , Registration No. HR 51 BA 0522 on 01. 08. 2014 from South End Honda Deale...See more","Kp Agarwal  Sub: Honda Cars are not good during Rains on Roads. I purchased brand new Honda Mobilio, with (2+2 )=4 years warranty, Engine No. NISA 11301081, Chasis No. MAKDD 575 GEN 000146 , Registration No. HR 51 BA 0522 on 01. 08. 2014 from South End Honda Deale...See more5 · 23 August 2015 at 22:00Remove"
"Good afternoon, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/d0D  for further assistance. We hope this helps. ^NM","Honda  Good afternoon, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/d0D  for further assistance. We hope this helps. ^NM3 · 25 August 2015 at 13:18Remove"
"I have a 2007 Honda CR-V that is encountering issues with the air conditioner compressor. Been to the local dealer and been told it needs at the very least, a new clutch/coil for that compressor. Option B is to replace the entire compressor. Searching ...See more","Nick Lang  I have a 2007 Honda CR-V that is encountering issues with the air conditioner compressor. Been to the local dealer and been told it needs at the very least, a new clutch/coil for that compressor. Option B is to replace the entire compressor. Searching ...See more5 · 21 August 2015 at 15:09Remove"
"Hello Mr. Lang, thank you for reaching out. We apologize for the inconvenience this may have caused you. We'd be happy to look into this for you. Please provide VIN, mileage, and name of Honda dealer in order to further review. ^GR","Honda  Hello Mr. Lang, thank you for reaching out. We apologize for the inconvenience this may have caused you. We'd be happy to look into this for you. Please provide VIN, mileage, and name of Honda dealer in order to further review. ^GR2 · 24 August 2015 at 15:48Remove"
